project_id,parameter,value,low,high,unit,currency,evidence_class,benchmark_pack_id,source_id,reason,review_status
EU-GY-PANATTONI-MOISSY,ppa_price_local_per_kwh,0.12,,,local_currency_per_kWh,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,project_cost_local,910000,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,financing_amount_local,637000,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,ppa_tenor_years,30,,,years,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-PANATTONI,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,debt_all_in_rate,6.5,,,percent,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,fx_to_usd,0.92,,,local_currency_per_USD,EUR,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,annual_generation_kwh,2400000,2040000,2520000,kWh,,OBSERVED_PROJECT_FACT,EU-ES-CI-2026,GY-EU-PTP,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,EU-ES-CI-2026,GY-EU-PTP,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,annual_customer_load_kwh,2400000,,,kWh,,ANALYST_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,ppa_price_local_per_kwh,0.11,,,local_currency_per_kWh,EUR,BENCHMARK_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,project_cost_local,1196000,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,financing_amount_local,837200,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,ppa_tenor_years,20,,,years,,BENCHMARK_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-BENCHMARK,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,debt_all_in_rate,6.5,,,percent,,BENCHMARK_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PTP-CADIZ,fx_to_usd,0.92,,,local_currency_per_USD,EUR,ANALYST_ASSUMPTION,EU-ES-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,annual_generation_kwh,7610000,6468500,7990500,kWh,,OBSERVED_PROJECT_FACT,EU-IT-CI-2026,GY-EU-SASOL,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,self_consumption_ratio,0.85,0.7,1,ratio,,BENCHMARK_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-LOAD,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,annual_customer_load_kwh,8952941,,,kWh,,ANALYST_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,ppa_price_local_per_kwh,0.13,,,local_currency_per_kWh,EUR,BENCHMARK_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,project_cost_local,3825000,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,financing_amount_local,2677500,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,ppa_tenor_years,10,,,years,,OBSERVED_PROJECT_FACT,EU-IT-CI-2026,GY-EU-SASOL,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,tax_rate,24,,,percent,,BENCHMARK_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,debt_all_in_rate,6.75,,,percent,,BENCHMARK_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-SASOL-ITALY,fx_to_usd,0.92,,,local_currency_per_USD,EUR,ANALYST_ASSUMPTION,EU-IT-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
